RecordNumber,MediaURN,Title,Publisher,StartDate,StartTime,EndTime,Description,MediaType,CallNumber
973,971,"Channel 4 News","Channel 4",21/07/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000973
984,982,"Channel 4 News","Channel 4",22/07/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000984
999,997,"Channel 4 News","Channel 4",23/07/2010,19:00:00,19:25:00,"Includes sport and weather.  [S] [AW]",Video,BNT000000999
1010,1008,"Channel 4 News","Channel 4",24/07/2010,18:00:00,18:24:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001010
1019,1017,"Channel 4 News","Channel 4",25/07/2010,18:31:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001019
1029,1027,"Channel 4 News","Channel 4",26/07/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001029
1052,1050,"Channel 4 News","Channel 4",27/07/2010,19:00:00,19:51:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001052
1062,1060,"Channel 4 News","Channel 4",28/07/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001062
1072,1070,"Channel 4 News","Channel 4",29/07/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001072
1083,1081,"Channel 4 News","Channel 4",30/07/2010,19:00:00,19:23:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001083
1092,1090,"Channel 4 News","Channel 4",31/07/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001092
1106,1104,"Channel 4 News","Channel 4",01/08/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001106
1131,1129,"Channel 4 News","Channel 4",02/08/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001131
1149,1147,"Channel 4 News","Channel 4",03/08/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001149
1170,1168,"Channel 4 News","Channel 4",04/08/2010,19:00:00,19:51:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001170
1194,1192,"Channel 4 News","Channel 4",05/08/2010,19:00:00,19:48:00,"Includes sport and weather.  [S] [NR]",Video,BNT000001194
1213,1211,"Channel 4 News","Channel 4",06/08/2010,19:00:00,19:26:00,"Includes sport and weather.  [S] [NR]",Video,BNT000001213
1232,1230,"Channel 4 News","Channel 4",07/08/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [NR]",Video,BNT000001232
1247,1245,"Channel 4 News","Channel 4",08/08/2010,18:30:00,18:59:00,"Includes sport and weather.  [S] [NR]",Video,BNT000001247
1267,1265,"Channel 4 News","Channel 4",09/08/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [NR]",Video,BNT000001267
1293,1291,"Channel 4 News","Channel 4",10/08/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [NR]",Video,BNT000001293
1325,1323,"Channel 4 News","Channel 4",11/08/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [NR]",Video,BNT000001325
1345,1343,"Channel 4 News","Channel 4",12/08/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [NR]",Video,BNT000001345
1365,1363,"Channel 4 News","Channel 4",13/08/2010,19:00:00,19:24:00,"Includes sport and weather.  [S] [NR]",Video,BNT000001365
1397,1395,"Channel 4 News","Channel 4",14/08/2010,18:30:00,18:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001397
1414,1412,"Channel 4 News","Channel 4",15/08/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001414
1433,1431,"Channel 4 News","Channel 4",16/08/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001433
1452,1450,"Channel 4 News","Channel 4",17/08/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001452
1579,1577,"Channel 4 News","Channel 4",17/08/2010,19:00:00,19:52:00,"Includes sport and weather.  [S][AW]",Video,BNT000001579
1471,1469,"Channel 4 News","Channel 4",18/08/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001471
1490,1488,"Channel 4 News","Channel 4",19/08/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001490
1510,1508,"Channel 4 News","Channel 4",20/08/2010,19:00:00,19:26:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001510
1529,1527,"Channel 4 News","Channel 4",21/08/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001529
1547,1545,"Channel 4 News","Channel 4",22/08/2010,18:30:00,18:55:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001547
1564,1562,"Channel 4 News","Channel 4",23/08/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001564
1608,1607,"Channel 4 News","Channel 4",24/08/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001608
1630,1629,"Channel 4 News","Channel 4",25/08/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001630
1648,1647,"Channel 4 News","Channel 4",26/08/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001648
1684,1683,"Channel 4 News","Channel 4",27/08/2010,19:00:00,19:26:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001684
1703,1702,"Channel 4 News","Channel 4",28/08/2010,17:55:00,18:19:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001703
1719,1718,"Channel 4 News","Channel 4",29/08/2010,19:45:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001719
1734,1733,"Channel 4 News","Channel 4",30/08/2010,19:00:00,19:24:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001734
1756,1755,"Channel 4 News","Channel 4",31/08/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001756
1901,1904,"Channel 4 News","Channel 4",01/09/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001901
1828,1827,"Channel 4 News","Channel 4",02/09/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001828
1846,1845,"Channel 4 News","Channel 4",03/09/2010,19:00:00,19:24:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001846
1865,1864,"Channel 4 News","Channel 4",04/09/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001865
1882,1881,"Channel 4 News","Channel 4",05/09/2010,17:50:00,18:13:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001882
1910,1913,"Channel 4 News","Channel 4",06/09/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001910
1950,1958,"Channel 4 News","Channel 4",07/09/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001950
1991,1999,"Channel 4 News","Channel 4",08/09/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001991
1978,1986,"Channel 4 News","Channel 4",09/09/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000001978
2018,2026,"Channel 4 News","Channel 4",10/09/2010,19:00:00,19:24:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002018
2039,2047,"Channel 4 News","Channel 4",11/09/2010,18:45:00,19:09:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002039
2108,2116,"Channel 4 News","Channel 4",13/09/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002108
2129,2137,"Channel 4 News","Channel 4",14/09/2010,19:00:00,19:52:00,"Includes sport.  [S] [AW]",Video,BNT000002129
2153,2161,"Channel 4 News","Channel 4",15/09/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002153
2183,2191,"Channel 4 News","Channel 4",16/09/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002183
2204,2212,"Channel 4 News","Channel 4",17/09/2010,19:00:00,19:25:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002204
2226,2234,"Channel 4 News","Channel 4",18/09/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002226
2264,2272,"Channel 4 News","Channel 4",19/09/2010,19:30:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002264
2285,2293,"Channel 4 News","Channel 4",20/09/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002285
2308,2316,"Channel 4 News","Channel 4",21/09/2010,19:00:00,19:53:00,"Includes sport. [S] [AW]",Video,BNT000002308
2377,2385,"Channel 4 News","Channel 4",23/09/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002377
2394,2402,"Reaper","Channel 4",24/09/2010,00:10:00,00:11:00,"Dirty Sexy Mongol: Sam's been given a new assignment, but finds it hard to concentrate because he's desperate to find out how Alan broke out of his deal with the Devil.  [AD,S]",Video,BNT000002394,,,,
2401,2409,"Channel 4 News","Channel 4",24/09/2010,19:00:00,19:24:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002401
2463,2471,"Channel 4 News","Channel 4",27/09/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002463
2482,2490,"Channel 4 News","Channel 4",28/09/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002482
2503,2511,"Channel 4 News","Channel 4",29/09/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002503
2495,2503,"The Cat's Meow","Channel 4",30/09/2010,02:35:00,02:37:00,"(2001) Peter Bogdanovich's fact-based film is set on Randolph Hearst's yacht in 1924 where film producer Thomas Ince met a suspicious death. But was the intended victim Charlie Chaplin?   [S,SL]",Video,BNT000002495,,,,,
2551,2559,"Channel 4 News","Channel 4",01/10/2010,19:00:00,19:26:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002551
2572,2580,"Channel 4 News","Channel 4",02/10/2010,18:30:00,18:57:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002572
2592,2600,"Channel 4 News","Channel 4",03/10/2010,18:30:00,18:55:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002592
2609,2617,"Channel 4 News","Channel 4",04/10/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002609
2630,2638,"Channel 4 News","Channel 4",05/10/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002630
2688,2696,"Channel 4 News","Channel 4",06/10/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002688
2704,2712,"Channel 4 News","Channel 4",07/10/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002704
2725,2733,"Channel 4 News","Channel 4",08/10/2010,19:00:00,19:23:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002725
2755,2763,"Channel 4 News","Channel 4",12/10/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002755
2777,2785,"Channel 4 News","Channel 4",13/10/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002777
2802,2810,"Channel 4 News","Channel 4",14/10/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002802
2824,2832,"Channel 4 News","Channel 4",15/10/2010,19:00:00,19:26:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002824
2846,2854,"Channel 4 News","Channel 4",16/10/2010,18:00:00,18:22:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002846
2862,2870,"Channel 4 News","Channel 4",17/10/2010,18:30:00,18:56:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002862
2879,2887,"Channel 4 News","Channel 4",18/10/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002879
2985,2993,"Channel 4 News","Channel 4",19/10/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000002985
3029,3037,"Channel 4 News","Channel 4",19/10/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003029
3009,3017,"Channel 4 News","Channel 4",20/10/2010,19:00:00,19:55:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003009
3039,3047,"Channel 4 News","Channel 4",21/10/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003039
3059,3067,"Channel 4 News","Channel 4",22/10/2010,19:00:00,19:24:00,"Includes sport and weather.  [S]",Video,BNT000003059
3099,3107,"Channel 4 News","Channel 4",23/10/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003099
3142,3150,"Channel 4 News","Channel 4",24/10/2010,18:30:00,18:56:00,"Includes sport.  [S] [AW]",Video,BNT000003142
3153,3161,"Channel 4 News","Channel 4",25/10/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003153
3169,3177,"Channel 4 News","Channel 4",25/10/2010,19:01:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003169
3117,3125,"Channel 4 News","Channel 4",26/10/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003117
3185,3193,"Channel 4 News","Channel 4",29/10/2010,19:00:00,19:25:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003185
3208,3216,"Channel 4 News","Channel 4",30/10/2010,18:30:00,18:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003208
3228,3236,"Channel 4 News","Channel 4",31/10/2010,18:30:00,18:55:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003228
3229,3237,"Channel 4 News","Channel 4",31/10/2010,18:30:00,18:55:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003229
3256,3264,"Channel 4 News","Channel 4",01/11/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003256
3344,3352,"Channel 4 News","Channel 4",02/11/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003344
3330,3338,"Channel 4 News","Channel 4",03/11/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003330
3360,3368,"Channel 4 News","Channel 4",04/11/2010,19:00:00,19:51:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003360
3403,3411,"Channel 4 News","Channel 4",04/11/2010,19:00:00,19:51:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003403
3276,3284,"Channel 4 News","Channel 4",05/11/2010,19:00:00,19:25:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003276
3292,3300,"Channel 4 News","Channel 4",06/11/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003292
3413,3421,"Channel 4 News","Channel 4",06/11/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003413
3307,3315,"Channel 4 News","Channel 4",07/11/2010,18:30:00,18:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003307
3383,3391,"Channel 4 News","Channel 4",08/11/2010,19:00:00,19:55:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003383
3400,3408,"Channel 4 News","Channel 4",10/11/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003400
3435,3443,"Channel 4 News","Channel 4",11/11/2010,19:00:00,19:38:00,"Includes sport and weather.  [S] [Last twenty minutes cut off] [AW]",Video,BNT000003435
3466,3474,"Channel 4 News","Channel 4",12/11/2010,19:00:00,19:25:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003466
3483,3491,"Channel 4 News","Channel 4",13/11/2010,18:30:00,18:55:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003483
3579,3587,"Channel 4 News","Channel 4",13/11/2010,18:30:00,18:55:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003579
3497,3505,"Channel 4 News","Channel 4",14/11/2010,19:30:00,19:56:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003497
3510,3518,"Channel 4 News","Channel 4",15/11/2010,19:00:00,19:53:00,"Includes sport and weather.  [S]",Video,BNT000003510
3527,3535,"Channel 4 News","Channel 4",16/11/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003527
3596,3604,"Channel 4 News","Channel 4",16/11/2010,19:00:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003596
3544,3552,"Channel 4 News","Channel 4",17/11/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003544
3559,3567,"Channel 4 News","Channel 4",18/11/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003559
3612,3620,"Channel 4 News","Channel 4",19/11/2010,19:00:00,19:26:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003612
3642,3652,"Channel 4 News","Channel 4",20/11/2010,18:30:00,18:56:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003642
3657,3667,"Channel 4 News","Channel 4",21/11/2010,19:30:00,19:54:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003657
3877,3887,"Channel 4 News","Channel 4",27/11/2010,19:00:00,19:25:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003877
3884,3894,"Channel 4 News","Channel 4",28/11/2010,19:30:00,19:58:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003884
3818,3828,"Channel 4 News","Channel 4",29/11/2010,19:00:00,19:53:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003818
3837,3847,"Channel 4 News","Channel 4",30/11/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003837
3860,3870,"Channel 4 News","Channel 4",01/12/2010,19:00:00,19:52:00,"Includes sport and weather.  [S] [AW]",Video,BNT000003860
